id_obra,chuva_mm
CCbjj-10259,105
CCbjj-10260,57
CCbjj-10261,73
CCbjj-10262,350
CCbjj-10263,166
CCbjj-10264,391
CCbjj-10265,142
CCbjj-10266,190
CCbjj-10267,274
CCbjj-10268,478
CCbjj-10269,135
CCbjj-10270,38
CCbjj-10271,243
CCbjj-10272,347
CCbjj-10273,486
CCbjj-10274,354
CCbjj-10275,147
CCbjj-10276,415
CCbjj-10277,235
CCbjj-10278,233
CCbjj-10279,58
CCbjj-10280,237
CCbjj-10281,333
CCbjj-10282,102
CCbjj-10283,336
CCbjj-10284,317
CCbjj-10285,402
CCbjj-10286,437
CCbjj-10287,402
CCbjj-10288,471
CCbjj-10289,433
CCbjj-10290,369
CCbjj-10291,146
CCbjj-10292,272
CCbjj-10293,263
CCbjj-10294,456
CCbjj-10295,401
CCbjj-10296,418
CCbjj-10297,497
CCbjj-10298,237
CCbjj-10299,176
CCbjj-10300,361
CCbjj-10301,110
CCbjj-10302,127
CCbjj-10303,440
CCbjj-10304,326
CCbjj-10305,409
CCbjj-10306,271
CCbjj-10307,319
CCbjj-10308,50
CCbjj-10309,199
CCbjj-10310,134
CCbjj-10311,96
CCbjj-10312,129
CCbjj-10313,266
CCbjj-10314,281
CCbjj-10315,112
CCbjj-10316,50
CCbjj-10317,233
CCbjj-10318,204
CCbjj-10319,185
CCbjj-10320,220
CCbjj-10321,477
CCbjj-10322,340
CCbjj-10323,41
CCbjj-10324,415
CCbjj-10325,472
CCbjj-10326,315
CCbjj-10327,297
CCbjj-10328,260
CCbjj-10329,196
CCbjj-10330,303
CCbjj-10331,407
CCbjj-10332,278
CCbjj-10333,411
CCbjj-10334,309
CCbjj-10335,169
CCbjj-10336,367
CCbjj-10337,163
CCbjj-10338,293
CCbjj-10339,86
CCbjj-10340,334
CCbjj-10341,172
CCbjj-10342,265
CCbjj-10343,36
CCbjj-10344,250
CCbjj-10345,87
CCbjj-10346,338
CCbjj-10347,438
CCbjj-10348,234
CCbjj-10349,474
CCbjj-10350,253
CCbjj-10351,169
CCbjj-10352,141
CCbjj-10353,54
CCbjj-10354,176
CCbjj-10355,327
CCbjj-10356,276
CCbjj-10357,109
CCbjj-10358,41
CCbjj-10359,217
CCbjj-10360,65
CCbjj-10361,181
CCbjj-10362,318
CCbjj-10363,449
CCbjj-10364,161
CCbjj-10365,463
CCbjj-10366,85
CCbjj-10367,147
CCbjj-10368,399
CCbjj-10369,293
CCbjj-10370,218
CCbjj-10371,37
CCbjj-10372,164
CCbjj-10373,389
CCbjj-10374,438
CCbjj-10375,461
CCbjj-10376,64
CCbjj-10377,108
CCbjj-10378,175
CCbjj-10379,296
CCbjj-10380,251
CCbjj-10381,442
CCbjj-10382,116
CCbjj-10383,284
CCbjj-10384,127
CCbjj-10385,496
CCbjj-10386,301
CCbjj-10387,35
CCbjj-10388,262
CCbjj-10389,44
CCbjj-10390,358
CCbjj-10391,58
CCbjj-10392,221
CCbjj-10393,263
CCbjj-10394,95
CCbjj-10395,396
CCbjj-10396,126
CCbjj-10397,259
CCbjj-10398,244
CCbjj-10399,149
CCbjj-10400,170
CCbjj-10401,497
CCbjj-10402,100
CCbjj-10403,342
CCbjj-10404,494
CCbjj-10405,208
CCbjj-10406,242
CCbjj-10407,57
CCbjj-10408,379
CCbjj-10409,180
CCbjj-10410,154
CCbjj-10411,370
CCbjj-10412,398
CCbjj-10413,286
CCbjj-10414,494
CCbjj-10415,381
CCbjj-10416,373
CCbjj-10417,228
CCbjj-10418,192
CCbjj-10419,321
CCbjj-10420,43
CCbjj-10421,213
CCbjj-10422,91
CCbjj-10423,425
CCbjj-10424,132
CCbjj-10425,372
CCbjj-10426,171
CCbjj-10427,219
CCbjj-10428,147
CCbjj-10429,246
CCbjj-10430,51
CCbjj-10431,142
CCbjj-10432,130
CCbjj-10433,58
CCbjj-10434,485
CCbjj-10435,104
CCbjj-10436,379
CCbjj-10437,216
CCbjj-10438,371
CCbjj-10439,44
CCbjj-10440,178
CCbjj-10441,140
CCbjj-10442,118
CCbjj-10443,276
CCbjj-10444,362
CCbjj-10445,100
CCbjj-10446,142
CCbjj-10447,495
CCbjj-10448,425
CCbjj-10449,346
CCbjj-10450,76
CCbjj-10451,311
CCbjj-10452,98
CCbjj-10453,272
CCbjj-10454,485
CCbjj-10455,449
CCbjj-10456,212
CCbjj-10457,354
CCbjj-10458,371
CCbjj-10459,101
CCbjj-10460,432
CCbjj-10461,191
CCbjj-10462,483
CCbjj-10463,280
CCbjj-10464,220
CCbjj-10465,155
CCbjj-10466,207
CCbjj-10467,270
CCbjj-10468,302
CCbjj-10469,150
CCbjj-10470,110
CCbjj-10471,364
CCbjj-10472,324
CCbjj-10473,130
CCbjj-10474,188
CCbjj-10475,435
CCbjj-10476,87
CCbjj-10477,54
CCbjj-10478,304
CCbjj-10479,83
CCbjj-10480,228
CCbjj-10481,31
CCbjj-10482,364
CCbjj-10483,51
CCbjj-10484,195
CCbjj-10485,146
CCbjj-10486,292
CCbjj-10487,390
CCbjj-10488,372
CCbjj-10489,95
CCbjj-10490,401
CCbjj-10491,318
CCbjj-10492,367
CCbjj-10493,150
CCbjj-10494,393
CCbjj-10495,164
CCbjj-10496,344
CCbjj-10497,245
CCbjj-10498,296
CCbjj-10499,169
CCbjj-10500,175
CCbjj-10501,414
CCbjj-10502,474
CCbjj-10503,150
CCbjj-10504,286
CCbjj-10505,312
CCbjj-10506,276
CCbjj-10507,102
CCbjj-10508,478
CCbjj-10509,361
CCbjj-10510,349
CCbjj-10511,78
CCbjj-10512,237
CCbjj-10513,398
CCbjj-10514,484
CCbjj-10515,279
CCbjj-10516,192
CCbjj-10517,470
CCbjj-10518,198
CCbjj-10519,436
CCbjj-10520,64
CCbjj-10521,109
CCbjj-10522,333
CCbjj-10523,199
CCbjj-10524,485
CCbjj-10525,269
CCbjj-10526,365
CCbjj-10527,291
CCbjj-10528,385
CCbjj-10529,405
CCbjj-10530,380
CCbjj-10531,140
CCbjj-10532,121
CCbjj-10533,320
CCbjj-10534,302
CCbjj-10535,204
CCbjj-10536,315
CCbjj-10537,273
CCbjj-10538,38
CCbjj-10539,308
CCbjj-10540,74
CCbjj-10541,94
CCbjj-10542,169
CCbjj-10543,366
CCbjj-10544,203
CCbjj-10545,190
CCbjj-10546,157
CCbjj-10547,307
CCbjj-10548,39
CCbjj-10549,375
CCbjj-10550,427
CCbjj-10551,246
CCbjj-10552,168
CCbjj-10553,432
CCbjj-10554,264
CCbjj-10555,336
CCbjj-10556,57
CCbjj-10557,312
CCbjj-10558,276
CCbjj-10559,424
CCbjj-10560,179
CCbjj-10561,182
CCbjj-10562,304
CCbjj-10563,477
CCbjj-10564,452
CCbjj-10565,292
CCbjj-10566,278
CCbjj-10567,419
CCbjj-10568,166
CCbjj-10569,147
CCbjj-10570,431
CCbjj-10571,444
CCbjj-10572,227
CCbjj-10573,347
CCbjj-10574,346
CCbjj-10575,203
CCbjj-10576,274
CCbjj-10577,371
CCbjj-10578,38
CCbjj-10579,51
CCbjj-10580,338
CCbjj-10581,306
CCbjj-10582,448
CCbjj-10583,284
CCbjj-10584,442
CCbjj-10585,114
CCbjj-10586,82
CCbjj-10587,91
CCbjj-10588,215
CCbjj-10589,90
CCbjj-10590,192
CCbjj-10591,372
CCbjj-10592,453
CCbjj-10593,111
CCbjj-10594,88
CCbjj-10595,372
CCbjj-10596,286
CCbjj-10597,201
CCbjj-10598,87
CCbjj-10599,241
CCbjj-10600,211
CCbjj-10601,237
CCbjj-10602,422
CCbjj-10603,310
CCbjj-10604,451
CCbjj-10605,438
CCbjj-10606,36
CCbjj-10607,459
CCbjj-10608,365
CCbjj-10609,147
CCbjj-10610,64
CCbjj-10611,124
CCbjj-10612,474
CCbjj-10613,30
CCbjj-10614,433
CCbjj-10615,270
CCbjj-10616,471
CCbjj-10617,248
CCbjj-10618,478
CCbjj-10619,322
CCbjj-10620,437
CCbjj-10621,142
CCbjj-10622,162
CCbjj-10623,424
CCbjj-10624,405
CCbjj-10625,448
CCbjj-10626,58
CCbjj-10627,403
CCbjj-10628,180
CCbjj-10629,487
CCbjj-10630,252
CCbjj-10631,437
CCbjj-10632,107
CCbjj-10633,400
CCbjj-10634,154
CCbjj-10635,360
CCbjj-10636,350
CCbjj-10637,201
CCbjj-10638,439
CCbjj-10639,213
CCbjj-10640,49
CCbjj-10641,351
CCbjj-10642,62
CCbjj-10643,460
CCbjj-10644,330
CCbjj-10645,202
CCbjj-10646,238
CCbjj-10647,227
CCbjj-10648,297
CCbjj-10649,236
CCbjj-10650,341
CCbjj-10651,352
CCbjj-10652,435
CCbjj-10653,451
CCbjj-10654,370
CCbjj-10655,256
CCbjj-10656,393
CCbjj-10657,72
CCbjj-10658,120
CCbjj-10659,419
CCbjj-10660,424
CCbjj-10661,46
CCbjj-10662,257
CCbjj-10663,252
CCbjj-10664,136
CCbjj-10665,426
CCbjj-10666,205
CCbjj-10667,250
CCbjj-10668,451
CCbjj-10669,369
CCbjj-10670,323
CCbjj-10671,334
CCbjj-10672,128
CCbjj-10673,260
CCbjj-10674,350
CCbjj-10675,393
CCbjj-10676,335
CCbjj-10677,42
CCbjj-10678,376
CCbjj-10679,160
CCbjj-10680,241
CCbjj-10681,57
CCbjj-10682,355
CCbjj-10683,459
CCbjj-10684,331
CCbjj-10685,166
CCbjj-10686,475
CCbjj-10687,330
CCbjj-10688,190
CCbjj-10689,33
CCbjj-10690,426
CCbjj-10691,81
CCbjj-10692,195
CCbjj-10693,350
CCbjj-10694,331
CCbjj-10695,414
CCbjj-10696,189
CCbjj-10697,391
CCbjj-10698,206
CCbjj-10699,48
CCbjj-10700,110
CCbjj-10701,209
CCbjj-10702,452
CCbjj-10703,219
CCbjj-10704,70
CCbjj-10705,361
CCbjj-10706,177
CCbjj-10707,51
CCbjj-10708,266
CCbjj-10709,188
CCbjj-10710,127
CCbjj-10711,116
CCbjj-10712,137
CCbjj-10713,341
CCbjj-10714,304
CCbjj-10715,142
CCbjj-10716,351
CCbjj-10717,351
CCbjj-10718,323
CCbjj-10719,68
CCbjj-10720,258
CCbjj-10721,489
CCbjj-10722,57
CCbjj-10723,40
CCbjj-10724,263
CCbjj-10725,398
CCbjj-10726,122
CCbjj-10727,50
CCbjj-10728,186
CCbjj-10729,122
CCbjj-10730,71
CCbjj-10731,169
CCbjj-10732,31
CCbjj-10733,69
CCbjj-10734,131
CCbjj-10735,348
CCbjj-10736,190
CCbjj-10737,394
CCbjj-10738,459
CCbjj-10739,295
CCbjj-10740,424
CCbjj-10741,45
CCbjj-10742,293
CCbjj-10743,76
CCbjj-10744,402
CCbjj-10745,203
CCbjj-10746,289
CCbjj-10747,457
CCbjj-10748,121
CCbjj-10749,46
CCbjj-10750,367
CCbjj-10751,274
CCbjj-10752,34
CCbjj-10753,101
CCbjj-10754,155
CCbjj-10755,210
CCbjj-10756,34
CCbjj-10757,64
CCbjj-10758,52
CCbjj-10759,179
CCbjj-10760,397
CCbjj-10761,146
CCbjj-10762,472
CCbjj-10763,351
CCbjj-10764,193
CCbjj-10765,96
CCbjj-10766,57
CCbjj-10767,265
CCbjj-10768,486
CCbjj-10769,496
CCbjj-10770,436
CCbjj-10771,170
CCbjj-10772,230
CCbjj-10773,98
CCbjj-10774,261
CCbjj-10775,315
CCbjj-10776,469
CCbjj-10777,89
CCbjj-10778,372
CCbjj-10779,126
CCbjj-10780,434
CCbjj-10781,397
CCbjj-10782,362
CCbjj-10783,71
CCbjj-10784,134
CCbjj-10785,333
CCbjj-10786,390
CCbjj-10787,233
CCbjj-10788,179
CCbjj-10789,277
CCbjj-10790,481
CCbjj-10791,358
CCbjj-10792,124
CCbjj-10793,79
CCbjj-10794,220
CCbjj-10795,205
CCbjj-10796,351
CCbjj-10797,395
CCbjj-10798,468
CCbjj-10799,65
CCbjj-10800,488
CCbjj-10801,314
CCbjj-10802,127
CCbjj-10803,204
CCbjj-10804,150
CCbjj-10805,79
CCbjj-10806,38
CCbjj-10807,105
CCbjj-10808,114
CCbjj-10809,475
CCbjj-10810,34
CCbjj-10811,36
CCbjj-10812,457
CCbjj-10813,66
CCbjj-10814,410
CCbjj-10815,275
CCbjj-10816,32
CCbjj-10817,172
CCbjj-10818,112
CCbjj-10819,398
CCbjj-10820,288
CCbjj-10821,369
CCbjj-10822,364
CCbjj-10823,131
CCbjj-10824,232
CCbjj-10825,427
CCbjj-10826,33
CCbjj-10827,448
CCbjj-10828,421
CCbjj-10829,498
CCbjj-10830,192
CCbjj-10831,353
CCbjj-10832,65
CCbjj-10833,107
CCbjj-10834,201
CCbjj-10835,93
CCbjj-10836,224
CCbjj-10837,49
CCbjj-10838,357
CCbjj-10839,283
CCbjj-10840,214
CCbjj-10841,285
CCbjj-10842,84
CCbjj-10843,299
CCbjj-10844,158
CCbjj-10845,86
CCbjj-10846,369
CCbjj-10847,43
CCbjj-10848,80
CCbjj-10849,377
CCbjj-10850,388
CCbjj-10851,87
CCbjj-10852,406
CCbjj-10853,148
CCbjj-10854,408
CCbjj-10855,294
CCbjj-10856,372
CCbjj-10857,493
CCbjj-10858,77
CCbjj-10859,440
CCbjj-10860,133
CCbjj-10861,229
CCbjj-10862,441
CCbjj-10863,469
CCbjj-10864,495
CCbjj-10865,191
CCbjj-10866,31
CCbjj-10867,53
CCbjj-10868,103
CCbjj-10869,334
CCbjj-10870,325
CCbjj-10871,280
CCbjj-10872,37
CCbjj-10873,354
CCbjj-10874,96
CCbjj-10875,254
CCbjj-10876,443
CCbjj-10877,81
CCbjj-10878,324
CCbjj-10879,100
CCbjj-10880,114
CCbjj-10881,259
CCbjj-10882,42
CCbjj-10883,118
CCbjj-10884,404
CCbjj-10885,159
CCbjj-10886,479
CCbjj-10887,479
CCbjj-10888,492
CCbjj-10889,300
CCbjj-10890,472
CCbjj-10891,303
CCbjj-10892,98
CCbjj-10893,375
CCbjj-10894,315
CCbjj-10895,107
CCbjj-10896,162
CCbjj-10897,453
CCbjj-10898,434
CCbjj-10899,221
CCbjj-10900,392
CCbjj-10901,293
CCbjj-10902,291
CCbjj-10903,119
CCbjj-10904,225
CCbjj-10905,343
CCbjj-10906,209
CCbjj-10907,443
CCbjj-10908,256
CCbjj-10909,470
CCbjj-10910,312
CCbjj-10911,376
CCbjj-10912,201
CCbjj-10913,136
CCbjj-10914,98
CCbjj-10915,389
CCbjj-10916,168
CCbjj-10917,283
CCbjj-10918,72
CCbjj-10919,155
CCbjj-10920,320
CCbjj-10921,424
CCbjj-10922,259
CCbjj-10923,339
CCbjj-10924,335
CCbjj-10925,218
CCbjj-10926,418
CCbjj-10927,258
CCbjj-10928,144
CCbjj-10929,386
CCbjj-10930,183
CCbjj-10931,382
CCbjj-10932,190
CCbjj-10933,180
CCbjj-10934,471
CCbjj-10935,228
CCbjj-10936,422
CCbjj-10937,301
CCbjj-10938,486
CCbjj-10939,457
CCbjj-10940,264
CCbjj-10941,57
CCbjj-10942,436
CCbjj-10943,169
CCbjj-10944,71
CCbjj-10945,38
CCbjj-10946,87
CCbjj-10947,394
CCbjj-10948,361
CCbjj-10949,230
CCbjj-10950,176
CCbjj-10951,193
CCbjj-10952,362
CCbjj-10953,95
CCbjj-10954,389
CCbjj-10955,86
CCbjj-10956,342
CCbjj-10957,137
CCbjj-10958,310
CCbjj-10959,170
CCbjj-10960,216
CCbjj-10961,298
CCbjj-10962,184
CCbjj-10963,453
CCbjj-10964,258
CCbjj-10965,112
CCbjj-10966,371
CCbjj-10967,209
CCbjj-10968,174
CCbjj-10969,208
CCbjj-10970,31
CCbjj-10971,169
CCbjj-10972,254
CCbjj-10973,185
CCbjj-10974,438
CCbjj-10975,249
CCbjj-10976,252
CCbjj-10977,188
CCbjj-10978,440
CCbjj-10979,393
CCbjj-10980,472
CCbjj-10981,286
CCbjj-10982,64
CCbjj-10983,382
CCbjj-10984,30
CCbjj-10985,38
CCbjj-10986,446
CCbjj-10987,73
CCbjj-10988,82
CCbjj-10989,258
CCbjj-10990,204
CCbjj-10991,492
CCbjj-10992,236
CCbjj-10993,142
CCbjj-10994,250
CCbjj-10995,114
CCbjj-10996,75
CCbjj-10997,303
CCbjj-10998,280
CCbjj-10999,429
CCbjj-11000,248
CCbjj-11001,216
CCbjj-11002,153
CCbjj-11003,364
CCbjj-11004,337
CCbjj-11005,466
CCbjj-11006,473
CCbjj-11007,140
CCbjj-11008,294
CCbjj-11009,313
CCbjj-11010,95
CCbjj-11011,242
CCbjj-11012,360
CCbjj-11013,381
CCbjj-11014,307
CCbjj-11015,64
CCbjj-11016,135
CCbjj-11017,454
CCbjj-11018,237
CCbjj-11019,188
CCbjj-11020,220
CCbjj-11021,344
CCbjj-11022,167
CCbjj-11023,389
CCbjj-11024,65
CCbjj-11025,242
CCbjj-11026,357
CCbjj-11027,76
CCbjj-11028,471
CCbjj-11029,265
CCbjj-11030,76
CCbjj-11031,126
CCbjj-11032,261
CCbjj-11033,51
CCbjj-11034,443
CCbjj-11035,436
CCbjj-11036,401
CCbjj-11037,492
CCbjj-11038,332
CCbjj-11039,153
CCbjj-11040,264
CCbjj-11041,211
CCbjj-11042,247
CCbjj-11043,429
CCbjj-11044,295
CCbjj-11045,193
CCbjj-11046,313
CCbjj-11047,199
CCbjj-11048,124
CCbjj-11049,495
CCbjj-11050,174
CCbjj-11051,333
CCbjj-11052,337
CCbjj-11053,125
CCbjj-11054,217
CCbjj-11055,452
CCbjj-11056,80
CCbjj-11057,336
CCbjj-11058,162
CCbjj-11059,391
CCbjj-11060,148
CCbjj-11061,93
CCbjj-11062,449
CCbjj-11063,452
CCbjj-11064,399
CCbjj-11065,296
CCbjj-11066,254
CCbjj-11067,83
CCbjj-11068,33
CCbjj-11069,333
CCbjj-11070,84
CCbjj-11071,62
CCbjj-11072,158
CCbjj-11073,242
CCbjj-11074,494
CCbjj-11075,447
CCbjj-11076,58
CCbjj-11077,224
CCbjj-11078,398
CCbjj-11079,437
CCbjj-11080,95
CCbjj-11081,124
CCbjj-11082,156
CCbjj-11083,100
CCbjj-11084,272
CCbjj-11085,378
CCbjj-11086,90
CCbjj-11087,272
CCbjj-11088,232
CCbjj-11089,456
CCbjj-11090,402
CCbjj-11091,118
CCbjj-11092,240
CCbjj-11093,360
CCbjj-11094,74
CCbjj-11095,320
CCbjj-11096,318
CCbjj-11097,98
CCbjj-11098,224
CCbjj-11099,252
CCbjj-11100,169
CCbjj-11101,353
CCbjj-11102,189
CCbjj-11103,143
CCbjj-11104,271
CCbjj-11105,53
CCbjj-11106,336
CCbjj-11107,257
CCbjj-11108,223
CCbjj-11109,482
CCbjj-11110,41
CCbjj-11111,438
CCbjj-11112,134
CCbjj-11113,437
CCbjj-11114,150
CCbjj-11115,246
CCbjj-11116,157
CCbjj-11117,201
CCbjj-11118,330
CCbjj-11119,214
CCbjj-11120,74
CCbjj-11121,151
CCbjj-11122,303
CCbjj-11123,80
CCbjj-11124,433
CCbjj-11125,126
CCbjj-11126,378
CCbjj-11127,314
CCbjj-11128,371
CCbjj-11129,105
CCbjj-11130,220
CCbjj-11131,191
CCbjj-11132,97
CCbjj-11133,290
CCbjj-11134,401
CCbjj-11135,407
CCbjj-11136,359
CCbjj-11137,435
CCbjj-11138,150
CCbjj-11139,182
CCbjj-11140,219
CCbjj-11141,414
CCbjj-11142,231
CCbjj-11143,108
CCbjj-11144,197
CCbjj-11145,316
CCbjj-11146,146
CCbjj-11147,238
CCbjj-11148,233
CCbjj-11149,290
CCbjj-11150,259
CCbjj-11151,461
CCbjj-11152,260
CCbjj-11153,144
CCbjj-11154,102
CCbjj-11155,336
CCbjj-11156,366
CCbjj-11157,186
CCbjj-11158,208
CCbjj-11159,340
CCbjj-11160,455
CCbjj-11161,110
CCbjj-11162,395
CCbjj-11163,363
CCbjj-11164,433
CCbjj-11165,276
CCbjj-11166,140
CCbjj-11167,376
CCbjj-11168,473
CCbjj-11169,144
CCbjj-11170,68
CCbjj-11171,269
CCbjj-11172,474
CCbjj-11173,477
CCbjj-11174,241
CCbjj-11175,436
CCbjj-11176,294
CCbjj-11177,407
CCbjj-11178,210
CCbjj-11179,208
CCbjj-11180,270
CCbjj-11181,368
CCbjj-11182,445
CCbjj-11183,81
CCbjj-11184,169
CCbjj-11185,351
CCbjj-11186,385
CCbjj-11187,306
CCbjj-11188,197
CCbjj-11189,264
CCbjj-11190,40
CCbjj-11191,90
CCbjj-11192,313
CCbjj-11193,489
CCbjj-11194,290
CCbjj-11195,399
CCbjj-11196,476
CCbjj-11197,44
CCbjj-11198,445
CCbjj-11199,366
CCbjj-11200,326
CCbjj-11201,449
CCbjj-11202,107
CCbjj-11203,390
CCbjj-11204,422
CCbjj-11205,366
CCbjj-11206,201
CCbjj-11207,164
CCbjj-11208,280
CCbjj-11209,381
CCbjj-11210,73
CCbjj-11211,457
CCbjj-11212,291
CCbjj-11213,429
CCbjj-11214,223
CCbjj-11215,487
CCbjj-11216,33
CCbjj-11217,93
CCbjj-11218,290
CCbjj-11219,194
CCbjj-11220,132
CCbjj-11221,183
CCbjj-11222,187
CCbjj-11223,415
CCbjj-11224,400
CCbjj-11225,431
CCbjj-11226,292
CCbjj-11227,395
CCbjj-11228,140
CCbjj-11229,116
CCbjj-11230,177
CCbjj-11231,300
CCbjj-11232,465
CCbjj-11233,403
CCbjj-11234,185
CCbjj-11235,477
CCbjj-11236,352
CCbjj-11237,160
CCbjj-11238,214
CCbjj-11239,84
CCbjj-11240,425
CCbjj-11241,221
CCbjj-11242,86
CCbjj-11243,65
CCbjj-11244,421
CCbjj-11245,294
CCbjj-11246,192
CCbjj-11247,411
CCbjj-11248,117
CCbjj-11249,448
CCbjj-11250,168
CCbjj-11251,405
CCbjj-11252,419
CCbjj-11253,438
CCbjj-11254,30
CCbjj-11255,294
CCbjj-11256,154
CCbjj-11257,149
CCbjj-11258,489
CCbjj-11259,362
CCbjj-11260,58
CCbjj-11261,331
CCbjj-11262,317
CCbjj-11263,188
CCbjj-11264,247
CCbjj-11265,389
CCbjj-11266,236
CCbjj-11267,391
CCbjj-11268,404
CCbjj-11269,272
CCbjj-11270,291
CCbjj-11271,186
CCbjj-11272,188
CCbjj-11273,429
CCbjj-11274,231
CCbjj-11275,284
CCbjj-11276,149
CCbjj-11277,389
CCbjj-11278,284
CCbjj-11279,161
CCbjj-11280,378
CCbjj-11281,157
CCbjj-11282,165
CCbjj-11283,389
CCbjj-11284,488
CCbjj-11285,350
CCbjj-11286,392
CCbjj-11287,66
CCbjj-11288,116
CCbjj-11289,443
CCbjj-11290,236
CCbjj-11291,250
CCbjj-11292,437
CCbjj-11293,486
CCbjj-11294,200
CCbjj-11295,168
CCbjj-11296,108
CCbjj-11297,218
CCbjj-11298,137
CCbjj-11299,139
CCbjj-11300,323
CCbjj-11301,205
CCbjj-11302,439
CCbjj-11303,157
CCbjj-11304,394
CCbjj-11305,53
CCbjj-11306,243
CCbjj-11307,367
CCbjj-11308,102
CCbjj-11309,250
CCbjj-11310,381
CCbjj-11311,169
CCbjj-11312,134
CCbjj-11313,174
CCbjj-11314,246
CCbjj-11315,466
CCbjj-11316,299
CCbjj-11317,182
CCbjj-11318,298
CCbjj-11319,322
CCbjj-11320,295
CCbjj-11321,403
CCbjj-11322,102
CCbjj-11323,490
CCbjj-11324,420
CCbjj-11325,427
CCbjj-11326,153
CCbjj-11327,129
CCbjj-11328,403
CCbjj-11329,290
CCbjj-11330,42
CCbjj-11331,49
CCbjj-11332,57
CCbjj-11333,144
CCbjj-11334,465
CCbjj-11335,236
CCbjj-11336,452
CCbjj-11337,408
CCbjj-11338,306
CCbjj-11339,221
CCbjj-11340,46
CCbjj-11341,227
CCbjj-11342,139
CCbjj-11343,54
CCbjj-11344,103
CCbjj-11345,491
CCbjj-11346,48
CCbjj-11347,401
CCbjj-11348,296
CCbjj-11349,61
CCbjj-11350,295
CCbjj-11351,268
CCbjj-11352,255
CCbjj-11353,144
CCbjj-11354,73
CCbjj-11355,122
CCbjj-11356,122
CCbjj-11357,243
CCbjj-11358,399
CCbjj-11359,363
CCbjj-11360,472
CCbjj-11361,287
CCbjj-11362,297
CCbjj-11363,115
CCbjj-11364,94
CCbjj-11365,271
CCbjj-11366,105
CCbjj-11367,361
CCbjj-11368,97
CCbjj-11369,302
CCbjj-11370,210
CCbjj-11371,269
CCbjj-11372,432
CCbjj-11373,151
CCbjj-11374,414
CCbjj-11375,81
CCbjj-11376,46
CCbjj-11377,264
CCbjj-11378,471
CCbjj-11379,484
CCbjj-11380,347
CCbjj-11381,446
CCbjj-11382,355
CCbjj-11383,337
CCbjj-11384,291
CCbjj-11385,125
CCbjj-11386,249
CCbjj-11387,386
CCbjj-11388,349
CCbjj-11389,378
CCbjj-11390,88
CCbjj-11391,136
CCbjj-11392,51
CCbjj-11393,354
CCbjj-11394,415
CCbjj-11395,487
CCbjj-11396,75
CCbjj-11397,497
CCbjj-11398,475
CCbjj-11399,81
CCbjj-11400,274
CCbjj-11401,495
CCbjj-11402,202
CCbjj-11403,410
CCbjj-11404,128
CCbjj-11405,210
CCbjj-11406,65
CCbjj-11407,464
CCbjj-11408,47
CCbjj-11409,41
CCbjj-11410,342
CCbjj-11411,143
CCbjj-11412,459
CCbjj-11413,246
CCbjj-11414,413
CCbjj-11415,70
CCbjj-11416,406
CCbjj-11417,279
CCbjj-11418,146
CCbjj-11419,49
CCbjj-11420,153
CCbjj-11421,141
CCbjj-11422,232
CCbjj-11423,151
CCbjj-11424,177
CCbjj-11425,126
CCbjj-11426,167
CCbjj-11427,91
CCbjj-11428,93
CCbjj-11429,246
CCbjj-11430,231
CCbjj-11431,53
CCbjj-11432,326
CCbjj-11433,446
CCbjj-11434,447
CCbjj-11435,472
CCbjj-11436,236
CCbjj-11437,373
CCbjj-11438,364
CCbjj-11439,270
CCbjj-11440,167
CCbjj-11441,290
CCbjj-11442,499
CCbjj-11443,194
CCbjj-11444,403
CCbjj-11445,316
CCbjj-11446,180
CCbjj-11447,284
CCbjj-11448,40
CCbjj-11449,103
CCbjj-11450,403
CCbjj-11451,179
CCbjj-11452,262
CCbjj-11453,413
CCbjj-11454,403
CCbjj-11455,499
CCbjj-11456,322
CCbjj-11457,56
CCbjj-11458,30
CCbjj-11459,476
CCbjj-11460,162
CCbjj-11461,40
CCbjj-11462,254
CCbjj-11463,365
CCbjj-11464,453
CCbjj-11465,57
CCbjj-11466,314
CCbjj-11467,173
CCbjj-11468,414
CCbjj-11469,348
CCbjj-11470,485
CCbjj-11471,33
CCbjj-11472,80
CCbjj-11473,129
CCbjj-11474,411
CCbjj-11475,218
CCbjj-11476,111
CCbjj-11477,240
CCbjj-11478,385
CCbjj-11479,358
CCbjj-11480,311
CCbjj-11481,159
CCbjj-11482,480
CCbjj-11483,249
CCbjj-11484,74
CCbjj-11485,345
CCbjj-11486,433
CCbjj-11487,48
CCbjj-11488,240
CCbjj-11489,134
CCbjj-11490,322
CCbjj-11491,172
CCbjj-11492,152
CCbjj-11493,227
CCbjj-11494,391
CCbjj-11495,277
CCbjj-11496,350
CCbjj-11497,298
CCbjj-11498,85
CCbjj-11499,398
CCbjj-11500,139
CCbjj-11501,214
CCbjj-11502,32
CCbjj-11503,330
CCbjj-11504,278
CCbjj-11505,357
CCbjj-11506,244
CCbjj-11507,185
CCbjj-11508,318
CCbjj-11509,404
CCbjj-11510,383
CCbjj-11511,127
CCbjj-11512,310
CCbjj-11513,347
CCbjj-11514,390
CCbjj-11515,409
CCbjj-11516,350
CCbjj-11517,264
CCbjj-11518,100
CCbjj-11519,146
CCbjj-11520,451
CCbjj-11521,185
CCbjj-11522,366
CCbjj-11523,387
CCbjj-11524,408
CCbjj-11525,141
CCbjj-11526,59
CCbjj-11527,158
CCbjj-11528,129
CCbjj-11529,431
